GB;25.0;11.04
GB;300.0;11.35
GB;60.0;11.48
GB;300.0;12.01
GB;60.0;13.33
GB;60.0;13.33
GB;300.0;14.03
GB;60.0;14.54
GB;300.0;14.67
GB;60.0;16.47
GB;300.0;16.52
GB;300.0;17.73
GB;300.0;19.66
GB;480.0;57.51
GB;1200.0;67.72
GB;480.0;74.97
GB;6000.0;83.03
GB;1200.0;85.18
GB;480.0;99.47
GB;6000.0;100.49
GB;1200.0;109.68
GB;6000.0;124.99
GB;480.0;136.99
GB;1200.0;147.2
GB;6000.0;162.52
GB;10000.0;256.24
GR;25.0;1.2
GR;25.0;1.6
GR;25.0;2.7
GR;25.0;3.5
GR;50.0;3.9
GR;50.0;4.3
GR;25.0;5.0
GR;50.0;5.2
GR;50.0;6.0
GR;25.0;6.4
GR;200.0;6.7
GR;200.0;7.1
GR;50.0;7.5
GR;200.0;8.0
GR;200.0;8.8
GR;50.0;8.9
GR;25.0;9.2
GR;200.0;10.3
GR;50.0;11.7
GR;200.0;11.7
GR;25.0;14.5
GR;200.0;14.5
GR;50.0;17.0
GR;200.0;19.8
GR;1000.0;22.2
GR;2000.0;25.2
GR;1000.0;30.63
GR;5000.0;39.0
GR;1000.0;43.71
GR;1000.0;65.52
GR;10000.0;100.0
GR;1000.0;109.14
HR;25.0;1.76
HR;25.0;3.15
HR;75.0;4.05
HR;75.0;5.34
HR;25.0;5.39
HR;170.0;5.7
HR;170.0;7.0
HR;425.0;7.29
HR;75.0;8.38
HR;425.0;8.58
HR;25.0;8.7
HR;850.0;9.93
HR;170.0;10.04
HR;850.0;11.23
HR;425.0;11.63
HR;75.0;12.72
HR;25.0;13.46
HR;850.0;14.27
HR;170.0;14.34
HR;425.0;15.93
HR;75.0;17.7
HR;25.0;18.49
HR;850.0;18.57
HR;170.0;19.35
HR;425.0;20.94
HR;75.0;22.67
HR;850.0;23.59
HR;170.0;24.26
HR;425.0;25.08
HR;425.0;25.85
HR;850.0;27.99
HR;850.0;28.49
HR;425.0;30.9
HR;1700.0;33.28
HR;850.0;33.81
HR;1700.0;39.1
HR;425.0;40.42
HR;850.0;43.33
HR;425.0;47.04
HR;1700.0;48.63
HR;850.0;49.95
HR;1700.0;55.24
HU;25.0;1.73
HU;25.0;2.8
HU;100.0;4.3
HU;25.0;4.33
HU;100.0;5.17
HU;100.0;6.7
HU;25.0;6.81
HU;100.0;9.18
HU;25.0;11.42
HU;100.0;13.78
HU;25.0;19.61
HU;100.0;21.98
HU;300.0;25.44
HU;300.0;26.31
HU;300.0;27.84
HU;300.0;30.32
HU;100.0;34.62
HU;300.0;34.93
HU;400.0;42.98
HU;300.0;43.12
HU;400.0;44.47
HU;400.0;56.7
HU;400.0;79.61
HU;1000.0;90.14
HU;400.0;110.91
HU;400.0;147.56
IE;25.0;1.35
IE;25.0;2.55
IE;25.0;5.4
IE;25.0;6.4
IE;25.0;6.4
IE;750.0;6.6
IE;750.0;7.55
IE;25.0;8.9
IE;750.0;10.4
IE;750.0;10.4
IE;750.0;11.4
IE;25.0;12.15
IE;750.0;13.9
IE;750.0;17.15
IE;1000.0;38.5
IE;1000.0;71.5
IE;1000.0;81.5
IS;25.0;1.58
IS;25.0;2.7
IS;25.0;4.76
IS;25.0;8.0
IS;25.0;8.0
IS;92.0;9.6
IS;25.0;13.43
IS;92.0;14.29
IS;92.0;14.29
IS;25.0;18.12
IS;92.0;19.65
IS;25.0;21.46
IS;92.0;29.39
IT;25.0;1.3
IT;25.0;3.8
IT;25.0;4.8
IT;25.0;7.8
IT;100.0;8.4
IT;25.0;9.0
IT;100.0;9.3
IT;25.0;10.0
IT;25.0;10.0
IT;100.0;11.1
IT;25.0;11.5
IT;100.0;12.4
IT;100.0;12.4
IT;250.0;12.4
IT;250.0;13.0
IT;250.0;14.5
IT;500.0;14.9
IT;250.0;15.5
IT;500.0;15.5
IT;100.0;16.65
IT;500.0;17.0
IT;1000.0;17.4
IT;500.0;18.0
IT;1000.0;18.0
IT;25.0;18.5
IT;250.0;19.0
IT;1000.0;19.5
IT;2000.0;19.9
IT;1000.0;20.5
IT;2000.0;20.5
IT;500.0;21.5
IT;2000.0;22.0
IT;2500.0;22.4
IT;2000.0;23.0
IT;2500.0;23.0
IT;1000.0;24.0
IT;100.0;24.2
IT;2500.0;24.5
IT;250.0;25.0
IT;2500.0;25.5
IT;2000.0;26.5
IT;500.0;27.5
IT;2500.0;29.0
IT;1000.0;30.0
IT;2000.0;32.5
IT;2500.0;35.0
IT;100.0;40.34
IT;100.0;42.18
IT;3500.0;46.02
IT;3500.0;47.86
IT;100.0;51.32
IT;3500.0;57.0
IT;100.0;69.32
IT;3500.0;75.0
IT;100.0;79.08
IT;3500.0;84.76
IT;100.0;97.16
IT;10000.0;100.0
IT;3500.0;102.84
LI;25.0;1.67
LI;25.0;2.67
LI;25.0;4.43
LI;25.0;6.89
LI;360.0;7.35
LI;360.0;8.35
LI;360.0;9.9
LI;25.0;11.45
LI;360.0;12.37
LI;25.0;16.02
LI;360.0;16.93
LI;360.0;21.5
LI;1500.0;38.43
LI;1500.0;47.56
LI;1500.0;54.86
LI;1500.0;64.9
LI;1500.0;69.47
LT;25.0;1.11
LT;25.0;1.3
LT;25.0;1.79
LT;25.0;2.87
LT;50.0;3.34
LT;25.0;3.43
LT;25.0;3.43
LT;50.0;3.53
LT;50.0;3.82
LT;200.0;4.79
LT;50.0;4.9
LT;200.0;4.97
LT;200.0;5.26
LT;50.0;5.45
LT;50.0;5.45
LT;25.0;5.71
LT;200.0;6.35
LT;5000.0;7.68
LT;50.0;7.74
LT;5000.0;7.87
LT;25.0;8.03
LT;5000.0;8.16
LT;200.0;9.19
LT;5000.0;9.25
LT;50.0;10.06
LT;200.0;11.51
LT;5000.0;12.08
LT;5000.0;14.4
LT;500.0;20.47
LT;500.0;25.61
LT;500.0;34.17
LU;25.0;1.15
LU;25.0;2.2
LU;25.0;3.2
LU;25.0;4.7
LU;200.0;5.35
LU;200.0;6.2
LU;200.0;7.2
LU;25.0;8.5
LU;200.0;8.7
LU;1250.0;10.8
LU;1250.0;11.8
LU;25.0;12.5
LU;200.0;12.5
LU;1250.0;13.3
LU;2500.0;15.4
LU;2500.0;16.4
LU;200.0;16.5
LU;1250.0;17.1
LU;2500.0;17.9
LU;3750.0;20.0
LU;3750.0;21.0
LU;1250.0;21.1
LU;2500.0;21.7
LU;3750.0;22.5
LU;1060.0;25.0
LU;2500.0;25.7
LU;3750.0;26.3
LU;3750.0;30.3
LU;1060.0;33.0
LU;1060.0;43.0
LU;1060.0;61.0
LV;25.0;2.01
LV;25.0;2.28
LV;100.0;3.06
LV;100.0;3.2
LV;25.0;3.27
LV;100.0;3.49
LV;25.0;5.34
LV;100.0;5.34
LV;25.0;6.62
LV;100.0;7.61
LV;25.0;12.03
LV;100.0;12.74
LV;1000.0;19.64
LV;1000.0;23.48
LV;1000.0;34.79
LV;1000.0;53.79
LV;1000.0;72.86
LV;1000.0;91.78
MT;25.0;0.6
MT;25.0;1.4
MT;25.0;2.0
MT;25.0;3.5
MT;140.0;3.8
MT;140.0;4.4
MT;140.0;5.0
MT;140.0;6.5
MT;25.0;8.0
MT;140.0;11.0
MT;25.0;15.5
MT;140.0;18.5
MT;500.0;25.32
MT;25.0;30.5
MT;500.0;31.9
MT;140.0;33.5
MT;500.0;41.3
MT;500.0;60.1
NL;25.0;1.55
NL;25.0;2.8
NL;25.0;4.25
NL;25.0;6.75
NL;25.0;11.75
NL;100.0;12.0
NL;500.0;19.55
NL;500.0;21.15
NL;5500.0;27.0
NL;500.0;27.65
NL;5500.0;33.5
NL;500.0;33.65
NL;5500.0;39.5
NL;500.0;42.65
NL;5500.0;48.5
NL;10000.0;100.0
NO;25.0;1.78
NO;25.0;2.62
NO;25.0;3.35
NO;25.0;5.04
NO;25.0;5.77
NO;25.0;9.47
NO;25.0;9.99
NO;25.0;9.99
NO;25.0;11.05
NO;25.0;14.21
NO;25.0;14.74
NO;25.0;15.8
NO;240.0;17.59
NO;25.0;20.54
NO;240.0;23.18
NO;240.0;39.0
NO;240.0;39.0
NO;500.0;42.56
NO;500.0;53.64
NO;500.0;64.71
NO;500.0;75.79
PL;25.0;1.7
PL;25.0;3.18
PL;25.0;3.53
PL;25.0;4.07
PL;25.0;4.07
PL;140.0;4.23
